"icd","vocabulary_id","ICD_string","phecode","phecode_string","category_num","category"
"D16.1","ICD10","Benign neoplasm: Short bones of upper limb","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.2","ICD10","Benign neoplasm: Long bones of lower limb","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.3","ICD10","Benign neoplasm: Short bones of lower limb","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.4","ICD10","Benign neoplasm: Bones of skull and face","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.5","ICD10","Benign neoplasm: Lower jaw bone","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.6","ICD10","Benign neoplasm: Vertebral column","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.7","ICD10","Benign neoplasm: Ribs, sternum and clavicle","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.8","ICD10","Benign neoplasm: Pelvic bones, sacrum and coccyx","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D16.9","ICD10","Benign neoplasm: Bone and articular cartilage, unspecified","CA_139.1","Benign neoplams of the bone and/or cartilage","02","Neoplasms"
"D19.1","ICD10","Benign neoplasm: Mesothelial tissue of peritoneum","CA_139.2","Benign neoplasm of retroperitoneum and peritoneum","02","Neoplasms"
"D20","ICD10","Benign neoplasm of soft tissue of retroperitoneum and peritoneum","CA_139.2","Benign neoplasm of retroperitoneum and peritoneum","02","Neoplasms"
"D20.0","ICD10","Benign neoplasm: Retroperitoneum","CA_139.2","Benign neoplasm of retroperitoneum and peritoneum","02","Neoplasms"
"D20.1","ICD10","Benign neoplasm: Peritoneum","CA_139.2","Benign neoplasm of retroperitoneum and peritoneum","02","Neoplasms"
"D21","ICD10","Other benign neoplasms of connective and other soft tissue","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.0","ICD10","Benign neoplasm: Connective and other soft tissue of head, face and neck","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.1","ICD10","Benign neoplasm: Connective and other soft tissue of upper limb, including shoulder","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.2","ICD10","Benign neoplasm: Connective and other soft tissue of lower limb, including hip","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.3","ICD10","Benign neoplasm: Connective and other soft tissue of thorax","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.4","ICD10","Benign neoplasm: Connective and other soft tissue of abdomen","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.5","ICD10","Benign neoplasm: Connective and other soft tissue of pelvis","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.6","ICD10","Benign neoplasm: Connective and other soft tissue of trunk, unspecified","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D21.9","ICD10","Benign neoplasm: Connective and other soft tissue, unspecified","CA_139.3","Benign neoplasm of other connective and soft tissue","02","Neoplasms"
"D36.1","ICD10","Benign neoplasm: Peripheral nerves and autonomic nervous system","CA_139.4","Benign neoplasm of peripheral nerves*","02","Neoplasms"
"D17","ICD10","Benign lipomatous neoplasm","CA_139.5","Lipoma","02","Neoplasms"
"D17.7","ICD10","Benign lipomatous neoplasm of other sites","CA_139.5","Lipoma","02","Neoplasms"
"D17.9","ICD10","Benign lipomatous neoplasm, unspecified","CA_139.5","Lipoma","02","Neoplasms"
"E88.2","ICD10","Lipomatosis, not elsewhere classified","CA_139.51","Lipomatosis*","02","Neoplasms"
"D17.4","ICD10","Benign lipomatous neoplasm of intrathoracic organs","CA_139.52","Lipoma of intrathoracic organs","02","Neoplasms"
"D17.5","ICD10","Benign lipomatous neoplasm of intra-abdominal organs","CA_139.52","Lipoma of intrathoracic organs","02","Neoplasms"
"D17.0","ICD10","Benign lipomatous neoplasm of skin and subcutaneous tissue of head, face and neck","CA_139.53","Lipoma of skin subcutaneous tissue","02","Neoplasms"
"D17.1","ICD10","Benign lipomatous neoplasm of skin and subcutaneous tissue of trunk","CA_139.53","Lipoma of skin subcutaneous tissue","02","Neoplasms"
"D17.2","ICD10","Benign lipomatous neoplasm of skin and subcutaneous tissue of limbs","CA_139.53","Lipoma of skin subcutaneous tissue","02","Neoplasms"
"D17.3","ICD10","Benign lipomatous neoplasm of skin and subcutaneous tissue of other and unspecified sites","CA_139.53","Lipoma of skin subcutaneous tissue","02","Neoplasms"
"D17.6","ICD10","Benign lipomatous neoplasm of spermatic cord","CA_139.54","Testicular limpoma","02","Neoplasms"
"D18","ICD10","Haemangioma and lymphangioma, any site","CA_139.6","Hemangioma and lymphangioma","02","Neoplasms"
"D18.0","ICD10","Haemangioma, any site","CA_139.61","Hemangioma","02","Neoplasms"
"D18.1","ICD10","Lymphangioma, any site","CA_139.62","Lymphangioma","02","Neoplasms"
"D24","ICD10","Benign neoplasm of breast","CA_140","Benign neoplasm of the breast","02","Neoplasms"
"N63","ICD10","Unspecified lump in breast","CA_142.1","Lump or mass in breast","02","Neoplasms"
"N84.8","ICD10","Polyp of other parts of female genital tract","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"N84.9","ICD10","Polyp of female genital tract, unspecified","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"D28","ICD10","Benign neoplasm of other and unspecified female genital organs","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"D28.7","ICD10","Benign neoplasm: Other specified female genital organs","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"D28.9","ICD10","Benign neoplasm: Female genital organ, unspecified","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"N84","ICD10","Polyp of female genital tract","CA_144","Gynecological benign neoplasms","02","Neoplasms"
"N84.3","ICD10","Polyp of vulva","CA_144.11","Benign neoplasms of the vulva","02","Neoplasms"
"D28.0","ICD10","Benign neoplasm: Vulva","CA_144.11","Benign neoplasms of the vulva","02","Neoplasms"
"N84.2","ICD10","Polyp of vagina","CA_144.12","Benign neoplasms of the vagina","02","Neoplasms"
"D28.1","ICD10","Benign neoplasm: Vagina","CA_144.12","Benign neoplasms of the vagina","02","Neoplasms"
"N84.1","ICD10","Polyp of cervix uteri","CA_144.13","Benign neoplasms of the cervix","02","Neoplasms"
"D26.0","ICD10","Other benign neoplasm: Cervix uteri","CA_144.13","Benign neoplasms of the cervix","02","Neoplasms"
"D26","ICD10","Other benign neoplasms of uterus","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"D26.1","ICD10","Other benign neoplasm: Corpus uteri","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"O34.1","ICD10","Maternal care for tumour of corpus uteri","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"D26.7","ICD10","Other benign neoplasm: Other parts of uterus","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"D26.9","ICD10","Other benign neoplasm: Uterus, unspecified","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"N84.0","ICD10","Polyp of corpus uteri","CA_144.2","Benign neoplasms of the uterus","02","Neoplasms"
"D25","ICD10","Leiomyoma of uterus","CA_144.21","Leiomyoma of uterus","02","Neoplasms"
"D25.0","ICD10","Submucous leiomyoma of uterus","CA_144.21","Leiomyoma of uterus","02","Neoplasms"
"D25.1","ICD10","Intramural leiomyoma of uterus","CA_144.21","Leiomyoma of uterus","02","Neoplasms"
"D25.2","ICD10","Subserosal leiomyoma of uterus","CA_144.21","Leiomyoma of uterus","02","Neoplasms"
"D25.9","ICD10","Leiomyoma of uterus, unspecified","CA_144.21","Leiomyoma of uterus","02","Neoplasms"
"D27","ICD10","Benign neoplasm of ovary","CA_144.3","Benign neoplasms of the ovary","02","Neoplasms"
"D28.2","ICD10","Benign neoplasm: Uterine tubes and ligaments","CA_144.4","Benign neoplasm of the fallopian tube and uterine adnexa","02","Neoplasms"
"D29","ICD10","Benign neoplasm of male genital organs","CA_146","Benign neoplasm of male genital organs","02","Neoplasms"
"D29.7","ICD10","Benign neoplasm: Other male genital organs","CA_146","Benign neoplasm of male genital organs","02","Neoplasms"
"D29.9","ICD10","Benign neoplasm: Male genital organ, unspecified","CA_146","Benign neoplasm of male genital organs","02","Neoplasms"
"D29.0","ICD10","Benign neoplasm: Penis","CA_146.1","Benign neoplasm of the penis","02","Neoplasms"
"D29.1","ICD10","Benign neoplasm: Prostate","CA_146.2","Benign neoplasm of the prostate","02","Neoplasms"
"D29.2","ICD10","Benign neoplasm: Testis","CA_146.3","Benign neoplasm of the testis","02","Neoplasms"
"D29.3","ICD10","Benign neoplasm: Epididymis","CA_146.31","Benign neoplasm of epididymis and spermatic cord","02","Neoplasms"
"D29.4","ICD10","Benign neoplasm: Scrotum","CA_146.32","Benign neoplasm of the scrotum","02","Neoplasms"
"D30.7","ICD10","Benign neoplasm: Other urinary organs","CA_147","Benign neoplasm of kidney and urinary organs","02","Neoplasms"
"D30.9","ICD10","Benign neoplasm: Urinary organ, unspecified","CA_147","Benign neoplasm of kidney and urinary organs","02","Neoplasms"
"D30","ICD10","Benign neoplasm of urinary organs","CA_147","Benign neoplasm of kidney and urinary organs","02","Neoplasms"
"D30.1","ICD10","Benign neoplasm: Renal pelvis","CA_147.1","Benign neoplasm of the kidney","02","Neoplasms"
"D30.0","ICD10","Benign neoplasm: Kidney","CA_147.1","Benign neoplasm of the kidney","02","Neoplasms"
"D30.2","ICD10","Benign neoplasm: Ureter","CA_147.2","Benign neoplasm of ureter","02","Neoplasms"
"D30.3","ICD10","Benign neoplasm: Bladder","CA_147.3","Benign neoplasm of bladder","02","Neoplasms"
"D30.4","ICD10","Benign neoplasm: Urethra","CA_147.4","Benign neoplasm of urethra","02","Neoplasms"
"D33.7","ICD10","Benign neoplasm: Other specified parts of central nervous system","CA_148","Benign neoplasm of the eye, brain and other parts of central nervous system","02","Neoplasms"
"D33.9","ICD10","Benign neoplasm: Central nervous system, unspecified","CA_148","Benign neoplasm of the eye, brain and other parts of central nervous system","02","Neoplasms"
"D31","ICD10","Benign neoplasm of eye and adnexa","CA_148.1","Benign neoplasm of eye","02","Neoplasms"
"D31.4","ICD10","Benign neoplasm: Ciliary body","CA_148.1","Benign neoplasm of eye","02","Neoplasms"
"D31.6","ICD10","Benign neoplasm: Orbit, unspecified","CA_148.11","Benign neoplasm of orbit","02","Neoplasms"
"D31.9","ICD10","Benign neoplasm: Eye, unspecified","CA_148.11","Benign neoplasm of orbit","02","Neoplasms"
"D31.5","ICD10","Benign neoplasm: Lacrimal gland and duct","CA_148.12","Benign neoplasm of lacrimal gland and duct","02","Neoplasms"
"D31.0","ICD10","Benign neoplasm: Conjunctiva","CA_148.13","Benign neoplasm of conjunctiva","02","Neoplasms"
"D31.1","ICD10","Benign neoplasm: Cornea","CA_148.14","Benign neoplasm of cornea","02","Neoplasms"
"D31.2","ICD10","Benign neoplasm: Retina","CA_148.15","Benign neoplasm of retina","02","Neoplasms"
"D31.3","ICD10","Benign neoplasm: Choroid","CA_148.16","Benign neoplasm of choroid","02","Neoplasms"
"D32","ICD10","Benign neoplasm of meninges","CA_148.2","Benign neoplasm of meninges (Meningioma)","02","Neoplasms"
"D32.0","ICD10","Benign neoplasm: Cerebral meninges","CA_148.2","Benign neoplasm of meninges (Meningioma)","02","Neoplasms"
"D32.1","ICD10","Benign neoplasm: Spinal meninges","CA_148.2","Benign neoplasm of meninges (Meningioma)","02","Neoplasms"
"D32.9","ICD10","Benign neoplasm: Meninges, unspecified","CA_148.2","Benign neoplasm of meninges (Meningioma)","02","Neoplasms"
"D33","ICD10","Benign neoplasm of brain and other parts of central nervous system","CA_148.3","Benign neoplasm of brain","02","Neoplasms"
"D33.0","ICD10","Benign neoplasm: Brain, supratentorial","CA_148.3","Benign neoplasm of brain","02","Neoplasms"
"D33.1","ICD10","Benign neoplasm: Brain, infratentorial","CA_148.3","Benign neoplasm of brain","02","Neoplasms"
"D33.2","ICD10","Benign neoplasm: Brain, unspecified","CA_148.3","Benign neoplasm of brain","02","Neoplasms"
"D33.4","ICD10","Benign neoplasm: Spinal cord","CA_148.4","Benign neoplasm of spinal cord","02","Neoplasms"
"D33.3","ICD10","Benign neoplasm: Cranial nerves","CA_148.5","Benign neoplasm of cranial nerve","02","Neoplasms"
"D35.7","ICD10","Benign neoplasm: Other specified endocrine glands","CA_149","Benign neoplasm of the endocrine glands","02","Neoplasms"
"D35.8","ICD10","Benign neoplasm: Pluriglandular involvement","CA_149","Benign neoplasm of the endocrine glands","02","Neoplasms"
"D35.9","ICD10","Benign neoplasm: Endocrine gland, unspecified","CA_149","Benign neoplasm of the endocrine glands","02","Neoplasms"
"D35","ICD10","Benign neoplasm of other and unspecified endocrine glands","CA_149","Benign neoplasm of the endocrine glands","02","Neoplasms"
"D34","ICD10","Benign neoplasm of thyroid gland","CA_149.1","Benign neoplasm of the thyroid","02","Neoplasms"
"D35.1","ICD10","Benign neoplasm: Parathyroid gland","CA_149.3","Benign neoplasm of the parathyroid gland","02","Neoplasms"
"D35.3","ICD10","Benign neoplasm: Craniopharyngeal duct","CA_149.4","Benign neoplasm of the pituitary gland and craniopharyngeal duct","02","Neoplasms"
"D35.2","ICD10","Benign neoplasm: Pituitary gland","CA_149.4","Benign neoplasm of the pituitary gland and craniopharyngeal duct","02","Neoplasms"
"D35.4","ICD10","Benign neoplasm: Pineal gland","CA_149.5","Benign neoplasm of pineal gland","02","Neoplasms"
"D36.0","ICD10","Benign neoplasm: Lymph nodes","CA_152","Benign neoplasm of lymph nodes","02","Neoplasms"
"D19.7","ICD10","Benign neoplasm: Mesothelial tissue of other sites","CA_153","Benign neoplasm of other or unspecified sites","02","Neoplasms"
"D19.9","ICD10","Benign neoplasm: Mesothelial tissue, unspecified","CA_153","Benign neoplasm of other or unspecified sites","02","Neoplasms"
"D36","ICD10","Benign neoplasm of other and unspecified sites","CA_153","Benign neoplasm of other or unspecified sites","02","Neoplasms"
"D36.7","ICD10","Benign neoplasm: Other specified sites","CA_153","Benign neoplasm of other or unspecified sites","02","Neoplasms"
"D36.9","ICD10","Benign neoplasm: Benign neoplasm of unspecified site","CA_153","Benign neoplasm of other or unspecified sites","02","Neoplasms"
"D53","ICD10","Other nutritional anemias","BI_160","Deficiency anemias","03","Blood/Immune"
"D53.2","ICD10","Scorbutic anemia","BI_160","Deficiency anemias","03","Blood/Immune"
"D53.8","ICD10","Other specified nutritional anemias","BI_160","Deficiency anemias","03","Blood/Immune"
"D53.9","ICD10","Nutritional anemia, unspecified","BI_160","Deficiency anemias","03","Blood/Immune"
"D50.8","ICD10","Other iron deficiency anemias","BI_160.1","Iron deficiency anemia","03","Blood/Immune"
"D50.9","ICD10","Iron deficiency anemia, unspecified","BI_160.1","Iron deficiency anemia","03","Blood/Immune"
"D50","ICD10","Iron deficiency anemia","BI_160.1","Iron deficiency anemia","03","Blood/Immune"
"D50.1","ICD10","Sideropenic dysphagia","BI_160.1","Iron deficiency anemia","03","Blood/Immune"
"D50.0","ICD10","Iron deficiency anemia secondary to blood loss (chronic)","BI_160.11","Iron deficiency anemia secondary to blood loss","03","Blood/Immune"
"D51","ICD10","Vitamin B12 deficiency anemia","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.1","ICD10","Vitamin B12 deficiency anemia due to selective vitamin B12 malabsorption with proteinuria","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D53.1","ICD10","Other megaloblastic anemias, not elsewhere classified","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.2","ICD10","Transcobalamin II deficiency","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.3","ICD10","Other dietary vitamin B12 deficiency anemia","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.8","ICD10","Other vitamin B12 deficiency anemias","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.9","ICD10","Vitamin B12 deficiency anemia, unspecified","BI_160.2","Megaloblastic anemia","03","Blood/Immune"
"D51.0","ICD10","Vitamin B12 deficiency anemia due to intrinsic factor deficiency","BI_160.21","Vitamin B12 deficiency anemia due to intrinsic factor deficiency [Pernicious anemia]","03","Blood/Immune"
"D52.1","ICD10","Drug-induced folate deficiency anemia","BI_160.22","Folate-deficiency anemia","03","Blood/Immune"
"D52.8","ICD10","Other folate deficiency anemias","BI_160.22","Folate-deficiency anemia","03","Blood/Immune"
"D52.9","ICD10","Folate deficiency anemia, unspecified","BI_160.22","Folate-deficiency anemia","03","Blood/Immune"
"D52","ICD10","Folate deficiency anemia","BI_160.22","Folate-deficiency anemia","03","Blood/Immune"
"D52.0","ICD10","Dietary folate deficiency anemia","BI_160.22","Folate-deficiency anemia","03","Blood/Immune"
"D53.0","ICD10","Protein deficiency anemia","BI_160.3","Protein-deficiency anemia","03","Blood/Immune"
"D59.4","ICD10","Other nonautoimmune haemolytic anemias","BI_161.2","Extrinsic (acquired) hemolytic anemias","03","Blood/Immune"
"D59.6","ICD10","Haemoglobinuria due to haemolysis from other external causes","BI_161.2","Extrinsic (acquired) hemolytic anemias","03","Blood/Immune"
"D59.8","ICD10","Other acquired haemolytic anemias","BI_161.2","Extrinsic (acquired) hemolytic anemias","03","Blood/Immune"
"D59.9","ICD10","Acquired haemolytic anemia, unspecified","BI_161.2","Extrinsic (acquired) hemolytic anemias","03","Blood/Immune"
"D59","ICD10","Acquired haemolytic anemia","BI_161.2","Extrinsic (acquired) hemolytic anemias","03","Blood/Immune"
"D59.0","ICD10","Drug-induced autoimmune haemolytic anemia","BI_161.21","Autoimmune hemolytic anemias [AIHA]","03","Blood/Immune"
